Country,Area,Location,Activity,Age,Fatal?,Species,Year
REUNION,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",Body boarding,27,N,,2006
BELIZE,Ambergris Caye,Near Ramon's Village,Spearfishing,34,U,Shark involvement prior to death was not confirmed,2006
REUNION,Saint-Pierre,Pointe du Diable,Surfing,34,Y,,2006
SOUTH AFRICA,Western Cape Province,Danger Reef,Surfing,,N,5 m shark,2006
SOUTH AFRICA,Western Cape Province,"Sunrise Beach, Muizenberg",Lifesaving drill,24,N,White shark,2006
USA,North Carolina,"Masonboro Island, New Hanover County",Wading,59,N,,2006
USA,Kentucky,"Newport Aquarium, Newport",Touching sharks,,N,small catsharks,2006
USA,Oregon,Oswald State Park,Surfing,41,N,White shark?,2006
USA,California,"Broad Beach, Malibu, Los Angeles County",Boogie Boarding,,N,"Thought to involve a mako shark, but possibly a sea lion",2006
USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,15,N,,2006
SOUTH AFRICA,Western Cape Province,Fish Hoek,Surf-skiing,19,N,"White shark, 3m to 4m",2006
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,14,N, ,2006
USA,Texas,"Sargent Beach, Matagorda County",Surf fishing,,N,"Bull shark, 4' to 5' ",2006
USA,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",Standing,49,N,"Angel shark, 1.2m ",2006
SPAIN,Alicante,San Juan Beach  ,Swimming,7,U,"Shark involvement not confirmed, injury may have been caused by a bluefish",2006
USA,South Carolina,"Kiawah Island, Charleston County",Swimming,21,N,,2006
USA,Florida,"New Smyrna Beach, Volusia County",Wading,40,N,,2006
USA,Florida,"Ponte Vedra Beach, St Johns County",Walking,11,N,,2006
USA,South Carolina,"Debordieu Beach, Georgetown County",Body boarding,14,N,5' to 6' spinner or bull shark,2006
USA,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,13,N,,2006
USA,Florida,"Florida Keys, Monroe County",Spearfishing,28,N,"1.8 m blacktip ""reef"" shark",2006
USA,Florida,"Florida Keys, Monroe County",Spearfishing,35,N,"1.8 m blacktip ""reef"" shark",2006
USA,Florida,"Hutchinson Island, St. Lucie County",Body boarding,9,N,,2006
BAHAMAS,Andros Islands,Mangrove Cay,Spearfishing,25,N,,2006
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,22,N,Possibly a 1' to 3' blacktip or spinner shark,2006
BRAZIL,Pernambuco,"Punta Del Chifre Beach, Olinda",Body boarding,27,Y,,2006
USA,California,"Monterey, Monterey County",Scuba diving,43,N,,2006
USA,Florida,"New Smyrna Beach, Volusia County",Surfing,24,N,2' to 3' shark,2006
USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Playing,7,N,3' to 4' shark,2006
AUSTRALIA,South Australia,Waitpinga,Surfing,40,N,14' white shark,2006
USA,Hawaii,O'ahu,Spearfishing,26,N,"Tiger shark, 8' to 12'",2006
USA,Hawaii,French Frigate Shoals,Tagging sharks,,N,"Tiger shark, 15' female",2006
USA,Hawaii,"North Shore, O'ahu",Surfing,31,N,,2006
USA,Hawaii,Lanai,Spearfishing,15,N,"Grey reef shark, 5' to 8' ",2006
BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Surfing,33,N,,2006
USA,Guam,Gun Beach,Scuba diving,30s,N,"Tiger shark, 10' to 12'",2006
USA,Florida,"Hutchinson Island, St. Lucie County",Swimming,20s,N,,2006
AUSTRALIA,Queensland,"Moffat Beach, Caloundra",Snorkeling,46,N,"Wobbegong shark, 2 m ",2006
USA,Florida,"Sebastian Inlet, Brevard County",Surfing,54,N,,2006
USA,Florida,"Daytona Beach, Volusia County",Standing,13,N,,2006
USA,Florida,"Port of the Islands, Collier County",Fishing,35,N,"Bull shark, 4' to bull shark",2006
AUSTRALIA,New South Wales,Newcastle Beach,Surfing,15,N,"Bronze whaler shark, a  juvenile ",2006
SOUTH AFRICA,Eastern Cape Province,St. Francis Bay,Body boarding,15,N,"Raggedtooth shark, 2.5 m to 3 m ",2006
BRAZIL,Pernambuco,Piedade,Swimming,35,N,Tiger shark,2006
USA,Florida,"Marco Island, Collier County",Wading,11,N,,2006
Sierra Leone,Western Area,"Lumely Beach, Freetown",Fishing,,Y,"3 m, 600-kg shark",2006
USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Surfing,28,N,"Tiger shark, 10'  ",2006
SOUTH AFRICA,Eastern Cape Province,Port Alfred,Swimming,17,U,Shark involvement prior to death was not confirmed,2006
FIJI,Vitu Levu,Sigatoka,Surfing,21,N,"Tiger shark, 5' ",2006
AUSTRALIA,New South Wales,"Bondi, Sydney",Surfing,15,N,"Bronze whaler shark, 2 m",2006
USA,Hawaii,"Makena, Maui",Standing,15,N,5' to 7' shark,2006
USA,Hawaii,"Makena, Maui",Free diving,45,U,Invalid,2006
AUSTRALIA,Queensland,"Golden Beach, Caloundra",Wading,18,N,,2006
AUSTRALIA,South Australia,"Brighton Beach, Adelaide",Fishing,,N,4.5 m white shark,2006
SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,15,N,Raggedtooth shark,2006
TONGA,Vava'u,Tuanuku,Swimming,24,Y,Tiger shark,2006
USA,Hawaii,"Off Pu'u Ola'l, Makena, Maui",Kayaking,57,N,12' to 18' shark,2006
ATLANTIC OCEAN,300 miles from Antigua,,Competing in the Woodvale Atlantic Rowing Race,46 & 34,N,12' shark,2006
SOUTH AFRICA,Eastern Cape Province,Coffee Bay,Spearfishing,34,N,,2006
AUSTRALIA,Western Australia,"Off City Beach, Perth",Scuba diving,52,N,3.5 m white shark,2006
AUSTRALIA,Queensland,"Amity Point, North Stradbroke Island",Swimming,21,Y,Bull shark,2006
USA,Florida,"Round Island Park, Indian River County",Surfing,21,N,4' shark,2006
SOUTH AFRICA,Western Cape Province,Soetwater,Diving for crayfish,49,N,Said to involve a 1.5 m shark,2006
USA,Oregon,"Tillamook Head, Clatsop County",Surfing,30,N,White shark,2005
USA,Hawaii,"Keawakapu Beach, Maui",Swimming,29,N,Tiger shark,2005
AUSTRALIA,Queensland,St. Crispin Reef,Spearfishing,44,N,Whitetip reef shark,2005
AUSTRALIA,South Australia,"Middle Beach, 40 km north of Adelaide",Fishing,,N,4 m white shark,2005
USA,Florida,"Cape San Blas, Gulf County",Surfing,teen,N,,2005
USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,23,N,4' shark,2005
AUSTRALIA,Victoria,"6 km off Collendina, south of Melbourne",Fishing,,N,3 m white shark,2005
AUSTRALIA,Victoria,Flinders,Surfing,18,N,1.8 m shark,2005
SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,26,N,,2005
USA,Florida,"Jensen Beach, Martin County ",Surfing,30s,N,4' shark,2005
USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,17,N,,2005
SOUTH AFRICA,Eastern Cape Province,Aston Bay,Fishing for sharks,32,N,"Raggedtooth shark, 2.5m ",2005
USA,Florida,"New Smyrna  Beach, Volusia County",Surfing,18,N,6' shark,2005
USA,California,"Mavericks, Half Moon Bay, San Mateo County",Surfing,25,N,,2005
USA,California,"Ocean Beach, San Francisco, San Francisco County",Surfing,26,N,12' to 14' white shark,2005
USA,Florida,"Ponce de Leon Inlet, Volusia County ",Wading,15,N,2' to 3' shark,2005
ST. MAARTIN,Simpson Bay,Sunterra Beach,Standing,55,N,2' shark,2005
SOUTH AFRICA,Western Cape Province,Uilenkraalsmond (near Gansbaai),Standing / Surfing,20,N,3 m shark,2005
USA,California,"Klamath River mouth, Del Norte County",Surfing,36,N,White shark,2005
USA,California,"Salmon Beach, Sonoma County",Surfing,20,N,18' white shark,2005
USA,Florida,"Ponce Inlet, Volusia County",Wading,15,N,,2005
USA,Hawaii,"Honokowai, Maui",Surfing,22,N,"Tiger shark, less than 10'",2005
GRAND CAYMAN,East Wall,Jack McKenney's Canyon,Scuba diving,57,N,Caribbean reef sharks,2005
USA,Florida,"Ponce Inlet, Volusia County",Treading water/ Surfing,48,N,,2005
BAHAMAS,Abaco Islands,Grand Cay,Diving,35,N,,2005
SOUTH AFRICA,Western Cape Province,"Sunny Cove, Fish Hoek",Surf-skiing,52,N,White shark,2005
AUSTRALIA,New South Wales,Arakoon's Little Bay,Surfing,28,N,"Tiger shark, 3 m ",2005
AUSTRALIA,South Australia,Kangaroo Island,Surfing,26,N,14' to 16' white shark,2005
AUSTRALIA,Western Australia,"Scarborough Beach, Perth",Surfing,44,N,Bronze whaler shark,2005
USA,South Carolina,"Myrtle Beach, Horry County",Body surfing,68,N,3' to 4' shark,2005
USA,South Carolina,Folly Beach,Surfing,18,Y,,2005
AUSTRALIA,New South Wales,"Park Beach, Coff's Harbour",Standing,15,N,,2005
USA,North Carolina,"North Topsail Beach, Onslow County",Wading,18,N,Bull shark,2005
AUSTRALIA,South Australia,"Fishery Bay, Eyre Peninsula",Surfing,40,N,4 m [13'] white shark,2005
USA,Florida,"Ponce Inlet, Volusia County",Standing / Surfing,62,N,,2005
THAILAND,,On deck of fishing trawler 100 nautical miles offshore,Removing shark from net,21,Y,"2 m [6.75'] shark, 200-kg shark T",2005
AUSTRALIA,South Australia,Glenelg ,Scuba diving,23,Y,White shark,2005
USA,California,"Scripps, LaJolla, San Diego County",Surfing,37,N,juvenile white shark,2005
USA,South Carolina,"6th Avenue North, Myrtle Beach, Horry County","Boogie boarding, kicked at object in the water",17,U,Shark involvement not confirmed,2005
USA,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",Swimming,8,N,Possibly a sandbar shark or small blacktip shark,2005
USA,Texas,Crystal Beach (east of Galveston),Walking,12,N,,2005
USA,North Carolina,"Carolina Beach off Texas Avenue, New Hanover County",Surfing,16,N,1.8 m [6'] shark,2005
USA,South Carolina,"Isle of Palms, Charleston County",Swimming,14,N,,2005
USA,Florida,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",Wading,13,N,,2005
USA,Florida,"Ormond Beach, Volusia County",Surfing,61,N,,2005
USA,Florida,"Quarter mile south of Ponce de Leon Inlet, Volusia County",Surfing,25,U,Shark involvement not confirmed,2005
CHINA,Shanghai,"Ocean World, Changfeng Park",Scuba diving in aquarium tank,24,N,3.5 m [11.5']shark,2005
USA,North Carolina,"Holden Beach, Brunswick County",Swimming,22,N,[4.5' to 5'] shark,2005
USA,Texas,"Port Bolivar, Galveston County",Holding onto an inflatable boat,14,N,[4' to 5'],2005
USA,Florida,"Boca Grande, Lee County",Standing,19,N,,2005
USA,Florida,"Cape San Blas, Gulf County",Fishing,16,N,Bull shark,2005
USA,Florida,"Destin, Walton County",Swimming with boogie board,14,Y,1.8 m [6'] bull shark,2005
VANUATU,Malampa Province,Atchin Island off Malakula,Swimming,7,Y,"On 8/13/2005 anglers from New Zealand caught a 2.8 m [9'3""], 140-kg [309-lb] shark at the same spot. It was believed this was the same shark that killed Alysha",2005
USA,Hawaii,Maui,Swimming,49,U,Invalid,2005
USA,Florida,"Howard E. Futch Memorial Park at Paradise Beach, Brevard County",Swimming,20,N,"Unknown, but it was reported that a shark tooth was recovered from the wound",2005
SOUTH KOREA,South Ch'ungch'ong Province,Dando/Kaeui Island ,Diving,38,N,3 m [10'] white shark,2005
USA,South Carolina,"Kiawah Island, Charleston County",Boogie boarding,11,N,,2005
USA,New Jersey,"Surf City, Long Beach Island, Ocean County",Surfing,17,U,"Mr. Burgess of ISAF announced the injury was the bite of a 1.8 m [6'], 2- to 3-year old white shark. Subsequent investigation revealed there was  no shark involvement in this incident",2005
SOUTH AFRICA,Western Cape Province,Miller's Point,Spearfishing (Free diving),22,Y,White shark,2005
USA,Texas,"Mustang Island, Corpus Christi",Wading,6,N,,2005
USA,Florida,Daytona Beach Shores,Swimming,33,N,"""small shark""",2005
USA,Florida,"Sand Key Beach, Clearwater, Pinellas County",Crouching in 2' of water,,N,"18"" to 36"" shark",2005
SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Surfing,32,N,Raggedtooth shark,2005
AUSTRALIA,Queensland,50 km east of Townsville,Spearfishing,,N,Blacktip shark,2005
USA,Hawaii,"North Kihei, Maui",Kayaking,,N,"Tiger shark, 8' to 9' ",2005
USA,South Carolina,Off Sullivans Island,Sea Disaster,Teens,N,,2005
USA,Hawaii,"Noreiga's, Maui",Surfing,47,N,"Tiger shark, 3 m [10']",2005
AUSTRALIA,New South Wales,Bermagui,Fishing,25,N,"Mako shark, 1.5 m [5'] ",2005
AUSTRALIA,Northern Territory,Bremer Island,Spearfishing,20,N,2 m [6.75'] copper shark,2005
AUSTRALIA,New South Wales,Bronte Beach,Surfing,40,N,Bronze whaler shark,2005
USA,Florida,"Crescent Beach, Sarasota County",Wading,70,N,1.8 m [6'] blacktip shark,2005
USA,Florida,"Central Gulf Coast, St. John County",Surfing,52,U,Shark involvement not confirmed,2005
USA,Texas,"Isla Blanca Park, South Padre Island, Cameron County",Surfing,37,N,,2005
SOUTH AFRICA,Western Cape Province,Noordhoek,Surfing,32,N,4 m [13'] shark,2005
AUSTRALIA,Western Australia,"Wreck Point, Abrolhos Islands",Snorkeling,26,Y,6 m [20'] white shark,2005
USA,New Mexico,"Albuquerue Aquarium, Albuquerue",Diving in aquarium display tank,45,N,"Sandtiger shark, 2.1 m [7'] ",2005
NEW ZEALAND,North Island,"Waiapu River mouth , East Cape",Fishing,,N,"Bronze whaler shark, 4.3 m [14'] ",2005
AUSTRALIA,Queensland,Brisbane River,Swimming,18,N,Bull shark,2005
USA,Florida,"Long Key, Monroe County",Spearfishing,,N,"Nurse shark, 3' ",2005
USA,Hawaii,"Rocky Point, north shore of O'ahu",Surfing,,N,"Tiger shark, 2.4 m [8']",2005
USA,Florida,Fort Lauderdale,Spearfishing,,N,1.8 m [6'] Caribbean reef shark,2005
BRAZIL,Bahia,Ilhéus,Surfing,12,N,,2005
CUBA,Santiago de Cuba Province,Uvero,Swimming,19,N,3 m [10'] shark,2005
AUSTRALIA,Victoria,Port Phillip Bay,Spearfishing,,N,3 m shark,2005
AUSTRALIA,Victoria,Blairgowrie,Attempting to drive shark away from sailing regatta,,N,"Bronze whaler shark, 2 m to 3 m [6.75' to 10']  ",2005
NEW ZEALAND,North Island,Taupiri Bay,Fishing from a kayak,39,N,White shark,2005
SRI LANKA,Eastern Province,Pasikudha,"Swept out to sea by the tsunami, she clung  to a log for 24 hours",11,U,No shark involvement,2004
AUSTRALIA,South Australia,"West Beach, Adelaide",Scurfing (surfboard being  towed behind a boat),18,Y,4.5 m & 5 m white shark ,2004
AUSTRALIA,Queensland,Opal Reef,Spearfishing,38,Y,Bull shark,2004
SOUTH AFRICA,Eastern Cape Province,"Nahoon, East London",Surfing,20,N,Raggedtooth shark,2004
SOUTH AFRICA,Eastern Cape Province,Gonubie,Playing,16,N,Raggedtooth shark,2004
SOUTH AFRICA,Western Cape Province,"Fish Hoek, False Bay",Swimming,77,Y,6 m [20'] white shark,2004
USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,38,N,5.5 m [18'] white shark,2004
VANUATU,Malampa Province,Malakula (Malakula Island),Snorkeling,30s,N,,2004
NEW CALEDONIA,North Province,Koumac,Diving,,N,3 m shark,2004
CUBA,Camaguey Province,Santa Lucia,Diving,40,N,2.5 m [8.25'] bull shark,2004
SOUTH AFRICA,Western Cape Province,Gansbaai,Chumming for white sharks,52,N,2 m [6.75'] white shark,2004
AUSTRALIA,New South Wales,Stockton Beach,Surfing,59,N,"Bronze whaler shark, 2.4 m [8'] ",2004
USA,California,"Limantour Beach, Point Reyes National Seashore",Surfing,,N,1.8 m to 2.4 m [6' to 8'] white shark,2004
